CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,KMeans_Cluster
CUST-1697,11,22,57745.99,5,5,5,15,555,Champions,0
CUST-1698,37,12,11557.29,3,5,5,13,355,Loyal Customers,2
CUST-1699,245,1,175.32,1,1,1,3,111,Lost,1
CUST-1700,33,7,5838.73,3,4,4,11,344,Loyal Customers,2
CUST-1701,9,28,24196.42,5,5,5,15,555,Champions,0
CUST-1702,107,6,3847.26,2,3,4,9,234,At Risk,2
CUST-1703,264,1,275.41,1,1,1,3,111,Lost,1
CUST-1704,43,11,12011.5,3,4,5,12,345,Loyal Customers,2
CUST-1705,19,13,6517.74,4,5,4,13,454,Champions,2
CUST-1706,129,5,3075.01,2,3,3,8,233,At Risk,2
CUST-1707,87,6,3864.17,2,3,4,9,234,At Risk,2
CUST-1708,136,3,1555.95,2,3,3,8,233,At Risk,2
CUST-1709,11,14,20044.86,5,5,5,15,555,Champions,2
CUST-1710,126,7,4775.19,2,4,4,10,244,At Risk,2
CUST-1711,226,2,261.73,1,2,1,4,121,Lost,1
CUST-1712,11,23,36301.1,5,5,5,15,555,Champions,0
CUST-1713,270,3,433.35,1,3,2,6,132,Need Attention,1
CUST-1714,16,1,161.89,4,1,1,6,411,New Customers,2
CUST-1715,11,1,341.32,5,1,2,8,512,New Customers,2
CUST-1716,15,8,6392.44,4,4,4,12,444,Champions,2
CUST-1717,229,2,468.01,1,2,2,5,122,Lost,1
CUST-1718,5,2,478.46,5,2,2,9,522,New Customers,2
CUST-1719,40,10,6895.77,3,4,4,11,344,Loyal Customers,2
CUST-1720,24,2,639.37,3,2,2,7,322,Need Attention,2
CUST-1721,28,1,362.61,3,1,2,6,312,Need Attention,2
CUST-1722,36,13,11167.75,3,5,5,13,355,Loyal Customers,2
CUST-1723,113,3,2072.8,2,3,3,8,233,At Risk,2
CUST-1724,99,3,1476.0,2,3,3,8,233,At Risk,2
CUST-1725,22,11,6323.6,4,4,4,12,444,Champions,2
CUST-1726,11,2,651.66,5,2,2,9,522,New Customers,2
CUST-1727,2,29,57814.87,5,5,5,15,555,Champions,0
CUST-1728,14,12,12530.2,4,5,5,14,455,Champions,2
CUST-1729,7,2,912.64,5,2,3,10,523,New Customers,2
CUST-1730,5,13,10567.75,5,5,5,15,555,Champions,2
CUST-1731,36,13,5318.2,3,5,4,12,354,Loyal Customers,2
CUST-1732,14,2,619.61,4,2,2,8,422,New Customers,2
CUST-1733,7,1,502.21,5,1,2,8,512,New Customers,2
CUST-1734,20,8,5261.86,4,4,4,12,444,Champions,2
CUST-1735,12,29,26851.01,4,5,5,14,455,Champions,0
CUST-1736,1,13,11593.31,5,5,5,15,555,Champions,2
CUST-1737,301,1,180.44,1,1,1,3,111,Lost,1
CUST-1738,188,1,158.61,1,1,1,3,111,Lost,1
CUST-1739,143,6,1989.0,2,3,3,8,233,At Risk,2
CUST-1740,4,1,118.93,5,1,1,7,511,New Customers,2
CUST-1741,30,9,3926.41,3,4,4,11,344,Loyal Customers,2
CUST-1742,9,2,253.89,5,2,1,8,521,New Customers,2
CUST-1743,13,8,6188.72,4,4,4,12,444,Champions,2
CUST-1744,8,17,45183.82,5,5,5,15,555,Champions,0
CUST-1745,27,6,6468.16,3,3,4,10,334,Loyal Customers,2
CUST-1746,39,9,8132.96,3,4,4,11,344,Loyal Customers,2
CUST-1747,20,11,6540.53,4,4,4,12,444,Champions,2
CUST-1748,358,1,332.29,1,1,2,4,112,Lost,1
CUST-1749,17,7,5007.9,4,4,4,12,444,Champions,2
CUST-1750,16,12,7733.23,4,5,4,13,454,Champions,2
CUST-1751,92,3,1330.35,2,3,3,8,233,At Risk,2
CUST-1752,319,1,156.76,1,1,1,3,111,Lost,1
CUST-1753,139,4,1992.5,2,3,3,8,233,At Risk,2
CUST-1754,7,21,58107.96,5,5,5,15,555,Champions,0
CUST-1755,358,2,305.04,1,2,1,4,121,Lost,1
CUST-1756,8,22,60201.0,5,5,5,15,555,Champions,0
CUST-1757,79,5,4229.57,2,3,4,9,234,At Risk,2
CUST-1758,8,23,34094.53,5,5,5,15,555,Champions,0
CUST-1759,227,2,391.71,1,2,2,5,122,Lost,1
CUST-1760,110,4,1899.96,2,3,3,8,233,At Risk,2
CUST-1761,270,3,474.17,1,3,2,6,132,Need Attention,1
CUST-1762,7,16,20342.48,5,5,5,15,555,Champions,0
CUST-1763,321,3,291.72,1,3,1,5,131,Need Attention,1
CUST-1764,70,5,1779.3,2,3,3,8,233,At Risk,2
CUST-1765,106,6,2010.72,2,3,3,8,233,At Risk,2
CUST-1766,22,6,5512.23,4,3,4,11,434,Loyal Customers,2
CUST-1767,184,1,126.22,2,1,1,4,211,Need Attention,1
CUST-1768,39,9,7834.11,3,4,4,11,344,Loyal Customers,2
CUST-1769,20,9,9637.48,4,4,4,12,444,Champions,2
CUST-1770,211,3,209.49,1,3,1,5,131,Need Attention,1
CUST-1771,103,7,4281.52,2,4,4,10,244,At Risk,2
CUST-1772,11,2,890.09,5,2,3,10,523,New Customers,2
CUST-1773,100,4,1182.09,2,3,3,8,233,At Risk,2
CUST-1774,38,9,7156.04,3,4,4,11,344,Loyal Customers,2
CUST-1775,16,7,7521.99,4,4,4,12,444,Champions,2
CUST-1776,81,7,4348.3,2,4,4,10,244,At Risk,2
CUST-1777,14,14,9377.36,4,5,4,13,454,Champions,2
CUST-1778,33,12,13854.36,3,5,5,13,355,Loyal Customers,2
CUST-1779,6,2,728.72,5,2,2,9,522,New Customers,2
CUST-1780,19,14,8155.88,4,5,4,13,454,Champions,2
CUST-1781,71,7,4026.53,2,4,4,10,244,At Risk,2
CUST-1782,3,1,549.22,5,1,2,8,512,New Customers,2
CUST-1783,309,2,156.37,1,2,1,4,121,Lost,1
CUST-1784,27,2,773.36,3,2,2,7,322,Need Attention,2
CUST-1785,134,3,737.58,2,3,2,7,232,Need Attention,2
CUST-1786,239,1,77.91,1,1,1,3,111,Lost,1
CUST-1787,14,12,38771.41,4,5,5,14,455,Champions,0
CUST-1788,123,5,1732.49,2,3,3,8,233,At Risk,2
CUST-1789,21,10,11171.52,4,4,5,13,445,Champions,2
CUST-1790,317,3,434.22,1,3,2,6,132,Need Attention,1
CUST-1791,40,6,5380.79,3,3,4,10,334,Loyal Customers,2
CUST-1792,10,9,8288.81,5,4,4,13,544,Champions,2
CUST-1793,301,3,174.88,1,3,1,5,131,Need Attention,1
CUST-1794,112,4,1195.73,2,3,3,8,233,At Risk,2
CUST-1795,24,14,10288.05,3,5,5,13,355,Loyal Customers,2
CUST-1796,21,1,522.58,4,1,2,7,412,New Customers,2
CUST-1797,6,2,380.98,5,2,2,9,522,New Customers,2
CUST-1798,8,24,39687.23,5,5,5,15,555,Champions,0
CUST-1799,33,14,14684.47,3,5,5,13,355,Loyal Customers,2
CUST-1800,316,2,266.78,1,2,1,4,121,Lost,1
CUST-1801,14,16,37633.98,4,5,5,14,455,Champions,0
CUST-1802,35,7,3928.19,3,4,4,11,344,Loyal Customers,2
CUST-1803,364,2,310.91,1,2,1,4,121,Lost,1
CUST-1804,70,5,2069.96,2,3,3,8,233,At Risk,2
CUST-1805,3,28,70671.98,5,5,5,15,555,Champions,0
CUST-1806,28,8,4453.48,3,4,4,11,344,Loyal Customers,2
CUST-1807,347,2,650.08,1,2,2,5,122,Lost,1
CUST-1808,2,2,424.22,5,2,2,9,522,New Customers,2
CUST-1809,18,1,215.05,4,1,1,6,411,New Customers,2
CUST-1810,19,6,2365.29,4,3,3,10,433,Loyal Customers,2
CUST-1811,10,26,62005.82,5,5,5,15,555,Champions,0
CUST-1812,15,13,5967.61,4,5,4,13,454,Champions,2
CUST-1813,343,1,196.15,1,1,1,3,111,Lost,1
CUST-1814,17,6,4175.22,4,3,4,11,434,Loyal Customers,2
CUST-1815,191,3,247.7,1,3,1,5,131,Need Attention,1
CUST-1816,11,2,499.52,5,2,2,9,522,New Customers,2
CUST-1817,252,3,180.12,1,3,1,5,131,Need Attention,1
CUST-1818,8,17,33516.85,5,5,5,15,555,Champions,0
CUST-1819,180,2,444.74,2,2,2,6,222,Need Attention,1
CUST-1820,35,14,13183.67,3,5,5,13,355,Loyal Customers,2
CUST-1821,6,28,35944.02,5,5,5,15,555,Champions,0
CUST-1822,6,2,733.86,5,2,2,9,522,New Customers,2
CUST-1823,7,2,498.89,5,2,2,9,522,New Customers,2
CUST-1824,14,8,7782.67,4,4,4,12,444,Champions,2
CUST-1825,66,5,2621.52,2,3,3,8,233,At Risk,2
CUST-1826,20,14,11193.93,4,5,5,14,455,Champions,2
CUST-1827,122,4,2174.95,2,3,3,8,233,At Risk,2
CUST-1828,13,13,15555.31,4,5,5,14,455,Champions,2
CUST-1829,11,27,41460.75,5,5,5,15,555,Champions,0
CUST-1830,145,4,1485.58,2,3,3,8,233,At Risk,2
CUST-1831,6,13,30656.56,5,5,5,15,555,Champions,0
CUST-1832,104,3,1272.97,2,3,3,8,233,At Risk,2
CUST-1833,22,7,6686.04,4,4,4,12,444,Champions,2
CUST-1834,10,2,792.2,5,2,2,9,522,New Customers,2
CUST-1835,32,6,6294.65,3,3,4,10,334,Loyal Customers,2
CUST-1836,14,13,7399.68,4,5,4,13,454,Champions,2
CUST-1837,80,7,4601.58,2,4,4,10,244,At Risk,2
CUST-1838,5,16,37176.27,5,5,5,15,555,Champions,0
CUST-1839,4,2,433.96,5,2,2,9,522,New Customers,2
CUST-1840,5,21,32667.23,5,5,5,15,555,Champions,0
CUST-1841,1,1,393.28,5,1,2,8,512,New Customers,2
CUST-1842,111,5,1905.61,2,3,3,8,233,At Risk,2
CUST-1843,147,7,2071.39,2,4,3,9,243,At Risk,2
CUST-1844,266,3,555.97,1,3,2,6,132,Need Attention,1
CUST-1845,215,1,241.09,1,1,1,3,111,Lost,1
CUST-1846,130,4,1043.7,2,3,3,8,233,At Risk,2
CUST-1847,78,7,2581.89,2,4,3,9,243,At Risk,2
CUST-1848,236,3,390.24,1,3,2,6,132,Need Attention,1
CUST-1849,81,6,3357.37,2,3,3,8,233,At Risk,2
CUST-1850,234,3,673.61,1,3,2,6,132,Need Attention,1
CUST-1851,16,10,4599.96,4,4,4,12,444,Champions,2
CUST-1852,67,4,2547.93,2,3,3,8,233,At Risk,2
CUST-1853,17,1,284.46,4,1,1,6,411,New Customers,2
CUST-1854,147,5,1995.83,2,3,3,8,233,At Risk,2
CUST-1855,40,10,9115.9,3,4,4,11,344,Loyal Customers,2
CUST-1856,40,6,3009.84,3,3,3,9,333,Loyal Customers,2
CUST-1857,144,6,1986.64,2,3,3,8,233,At Risk,2
CUST-1858,13,2,512.95,4,2,2,8,422,New Customers,2
CUST-1859,13,29,50593.79,4,5,5,14,455,Champions,0
CUST-1860,101,6,2729.17,2,3,3,8,233,At Risk,2
CUST-1861,235,1,221.56,1,1,1,3,111,Lost,1
CUST-1862,132,7,1334.64,2,4,3,9,243,At Risk,2
CUST-1863,14,1,108.24,4,1,1,6,411,New Customers,2
CUST-1864,27,6,3200.07,3,3,3,9,333,Loyal Customers,2
CUST-1865,305,2,242.07,1,2,1,4,121,Lost,1
CUST-1866,184,2,152.48,2,2,1,5,221,Need Attention,1
CUST-1867,108,4,982.41,2,3,3,8,233,At Risk,2
CUST-1868,7,27,56162.27,5,5,5,15,555,Champions,0
CUST-1869,262,1,68.81,1,1,1,3,111,Lost,1
CUST-1870,39,12,11594.64,3,5,5,13,355,Loyal Customers,2
CUST-1871,14,2,708.71,4,2,2,8,422,New Customers,2
CUST-1872,4,26,49762.04,5,5,5,15,555,Champions,0
CUST-1873,114,7,4441.52,2,4,4,10,244,At Risk,2
CUST-1874,82,7,3167.83,2,4,3,9,243,At Risk,2
CUST-1875,222,1,233.25,1,1,1,3,111,Lost,1
CUST-1876,6,29,35926.89,5,5,5,15,555,Champions,0
CUST-1877,192,1,89.32,1,1,1,3,111,Lost,1
CUST-1878,4,15,36660.74,5,5,5,15,555,Champions,0
CUST-1879,11,12,10871.82,5,5,5,15,555,Champions,2
CUST-1880,133,5,3742.02,2,3,3,8,233,At Risk,2
CUST-1881,1,1,105.72,5,1,1,7,511,New Customers,2
CUST-1882,302,3,196.58,1,3,1,5,131,Need Attention,1
CUST-1883,206,1,207.28,1,1,1,3,111,Lost,1
CUST-1884,216,3,488.93,1,3,2,6,132,Need Attention,1
CUST-1885,12,18,49639.25,4,5,5,14,455,Champions,0
CUST-1886,41,7,4498.97,3,4,4,11,344,Loyal Customers,2
CUST-1887,2,2,582.77,5,2,2,9,522,New Customers,2
CUST-1888,359,2,559.14,1,2,2,5,122,Lost,1
CUST-1889,34,14,12117.07,3,5,5,13,355,Loyal Customers,2
CUST-1890,280,2,148.58,1,2,1,4,121,Lost,1
CUST-1891,10,28,28909.03,5,5,5,15,555,Champions,0
CUST-1892,34,10,6526.4,3,4,4,11,344,Loyal Customers,2
CUST-1893,324,1,248.41,1,1,1,3,111,Lost,1
CUST-1894,38,7,2817.75,3,4,3,10,343,Loyal Customers,2
CUST-1895,119,6,4521.16,2,3,4,9,234,At Risk,2
CUST-1896,116,5,2272.5,2,3,3,8,233,At Risk,2
CUST-1897,256,3,561.05,1,3,2,6,132,Need Attention,1
CUST-1898,2,28,34831.66,5,5,5,15,555,Champions,0
CUST-1899,100,4,2876.17,2,3,3,8,233,At Risk,2
CUST-1900,27,1,197.28,3,1,1,5,311,Need Attention,2
CUST-1901,13,14,15222.18,4,5,5,14,455,Champions,2
CUST-1902,9,29,37240.48,5,5,5,15,555,Champions,0
CUST-1903,1,1,101.75,5,1,1,7,511,New Customers,2
CUST-1904,23,13,15447.76,4,5,5,14,455,Champions,2
CUST-1905,129,7,3963.63,2,4,4,10,244,At Risk,2
CUST-1906,20,13,14997.57,4,5,5,14,455,Champions,2
CUST-1907,18,2,649.49,4,2,2,8,422,New Customers,2
CUST-1908,109,3,956.79,2,3,3,8,233,At Risk,2
CUST-1909,14,9,5575.34,4,4,4,12,444,Champions,2
CUST-1910,198,1,360.6,1,1,2,4,112,Lost,1
CUST-1911,37,14,5796.22,3,5,4,12,354,Loyal Customers,2
CUST-1912,10,2,287.46,5,2,1,8,521,New Customers,2
CUST-1913,83,5,1598.95,2,3,3,8,233,At Risk,2
CUST-1914,243,3,708.79,1,3,2,6,132,Need Attention,1
CUST-1915,32,13,10572.96,3,5,5,13,355,Loyal Customers,2
CUST-1916,89,4,2268.0,2,3,3,8,233,At Risk,2
CUST-1917,74,6,2534.83,2,3,3,8,233,At Risk,2
CUST-1918,73,6,2079.75,2,3,3,8,233,At Risk,2
CUST-1919,44,14,16022.38,3,5,5,13,355,Loyal Customers,2
CUST-1920,204,1,114.65,1,1,1,3,111,Lost,1
CUST-1921,13,1,235.36,4,1,1,6,411,New Customers,2
CUST-1922,116,7,3249.15,2,4,3,9,243,At Risk,2
CUST-1923,41,9,10917.44,3,4,5,12,345,Loyal Customers,2
CUST-1924,1,14,35518.24,5,5,5,15,555,Champions,0
CUST-1925,9,1,292.43,5,1,1,7,511,New Customers,2
CUST-1926,36,14,14228.4,3,5,5,13,355,Loyal Customers,2
CUST-1927,32,10,11513.6,3,4,5,12,345,Loyal Customers,2
CUST-1928,14,10,11241.81,4,4,5,13,445,Champions,2
CUST-1929,37,7,7848.98,3,4,4,11,344,Loyal Customers,2
CUST-1930,17,1,237.56,4,1,1,6,411,New Customers,2
CUST-1931,37,7,5754.49,3,4,4,11,344,Loyal Customers,2
CUST-1932,42,12,13409.02,3,5,5,13,355,Loyal Customers,2
CUST-1933,1,1,104.05,5,1,1,7,511,New Customers,2
CUST-1934,37,6,4606.94,3,3,4,10,334,Loyal Customers,2
CUST-1935,270,2,297.53,1,2,1,4,121,Lost,1
CUST-1936,96,3,1008.1,2,3,3,8,233,At Risk,2
CUST-1937,11,22,54320.81,5,5,5,15,555,Champions,0
CUST-1938,92,7,4634.19,2,4,4,10,244,At Risk,2
CUST-1939,8,1,303.41,5,1,1,7,511,New Customers,2
CUST-1940,33,11,5516.77,3,4,4,11,344,Loyal Customers,2
CUST-1941,119,7,1978.69,2,4,3,9,243,At Risk,2
CUST-1942,18,2,869.79,4,2,3,9,423,New Customers,2
CUST-1943,35,11,11329.04,3,4,5,12,345,Loyal Customers,2
CUST-1944,25,1,359.18,3,1,2,6,312,Need Attention,2
CUST-1945,20,1,134.1,4,1,1,6,411,New Customers,2
CUST-1946,321,1,80.02,1,1,1,3,111,Lost,1
CUST-1947,147,6,1594.76,2,3,3,8,233,At Risk,2
CUST-1948,13,8,5071.97,4,4,4,12,444,Champions,2
CUST-1949,12,12,7838.29,4,5,4,13,454,Champions,2
CUST-1950,118,7,1529.31,2,4,3,9,243,At Risk,2
CUST-1951,78,7,5258.58,2,4,4,10,244,At Risk,2
CUST-1952,261,2,514.01,1,2,2,5,122,Lost,1
CUST-1953,146,7,4174.83,2,4,4,10,244,At Risk,2
CUST-1954,202,3,866.0,1,3,3,7,133,At Risk,1
CUST-1955,28,7,7309.34,3,4,4,11,344,Loyal Customers,2
CUST-1956,2,1,219.8,5,1,1,7,511,New Customers,2
CUST-1957,24,10,7090.56,3,4,4,11,344,Loyal Customers,2
CUST-1958,111,3,869.7,2,3,3,8,233,At Risk,2
CUST-1959,250,3,352.68,1,3,2,6,132,Need Attention,1
CUST-1960,9,1,256.25,5,1,1,7,511,New Customers,2
CUST-1961,5,14,15195.42,5,5,5,15,555,Champions,2
CUST-1962,207,1,214.58,1,1,1,3,111,Lost,1
CUST-1963,29,2,677.97,3,2,2,7,322,Need Attention,2
CUST-1964,350,2,405.63,1,2,2,5,122,Lost,1
CUST-1965,134,5,1752.03,2,3,3,8,233,At Risk,2
CUST-1966,10,14,30245.88,5,5,5,15,555,Champions,0
CUST-1967,119,6,2381.9,2,3,3,8,233,At Risk,2
CUST-1968,28,2,466.54,3,2,2,7,322,Need Attention,2
CUST-1969,17,7,7088.01,4,4,4,12,444,Champions,2
CUST-1970,17,2,759.34,4,2,2,8,422,New Customers,2
CUST-1971,28,7,4337.33,3,4,4,11,344,Loyal Customers,2
CUST-1972,149,6,4148.27,2,3,4,9,234,At Risk,2
CUST-1973,24,14,15759.4,3,5,5,13,355,Loyal Customers,2
CUST-1974,2,23,39186.88,5,5,5,15,555,Champions,0
CUST-1975,340,3,582.5,1,3,2,6,132,Need Attention,1
CUST-1976,5,20,21904.57,5,5,5,15,555,Champions,0
CUST-1977,201,3,629.88,1,3,2,6,132,Need Attention,1
CUST-1978,12,27,61603.85,4,5,5,14,455,Champions,0
CUST-1979,6,1,470.61,5,1,2,8,512,New Customers,2
CUST-1980,278,1,205.35,1,1,1,3,111,Lost,1
CUST-1981,107,5,3198.91,2,3,3,8,233,At Risk,2
CUST-1982,351,2,107.14,1,2,1,4,121,Lost,1
CUST-1983,27,6,5224.61,3,3,4,10,334,Loyal Customers,2
CUST-1984,106,6,3284.93,2,3,3,8,233,At Risk,2
CUST-1985,12,28,78986.82,4,5,5,14,455,Champions,0
CUST-1986,2,28,71888.51,5,5,5,15,555,Champions,0
CUST-1987,33,6,5974.82,3,3,4,10,334,Loyal Customers,2
CUST-1988,27,2,568.53,3,2,2,7,322,Need Attention,2
CUST-1989,9,20,53954.3,5,5,5,15,555,Champions,0
CUST-1990,5,1,419.85,5,1,2,8,512,New Customers,2
CUST-1991,197,2,500.33,1,2,2,5,122,Lost,1
CUST-1992,22,14,7116.35,4,5,4,13,454,Champions,2
CUST-1993,109,4,3370.44,2,3,3,8,233,At Risk,2
CUST-1994,287,2,469.74,1,2,2,5,122,Lost,1
CUST-1995,17,2,675.49,4,2,2,8,422,New Customers,2
CUST-1996,34,13,7684.25,3,5,4,12,354,Loyal Customers,2
CUST-1997,27,1,155.5,3,1,1,5,311,Need Attention,2
CUST-1998,12,11,6710.78,4,4,4,12,444,Champions,2
CUST-1999,17,11,9962.48,4,4,5,13,445,Champions,2
CUST-2000,14,2,362.72,4,2,2,8,422,New Customers,2
